gender;income_type;education;age_group;dob_years;family_status;children;education_id;family_status_id;debt;total_income;years_employed;purpose;total_income_group
M;employee;secondary education;adult;48;civil partnership;0;1;1;0;17672,813;6,661587316;purchase of a car;income less than 20000
F;business;bachelor's degree;adult;43;married;2;0;0;0;18005,482;0,403007613;real estate transactions;income less than 20000
F;business;secondary education;adult;44;married;0;1;0;0;11239,515;3,226823613;housing transactions;income less than 20000
M;employee;secondary education;adult;42;unmarried;1;1;4;0;25865,378;3,693612726;real estate transactions;income between 20k to 39k
F;employee;secondary education;older adult;54;civil partnership;0;1;1;0;60840,269;1,025531337;wedding ceremony;income between 40k to 79k
F;business;secondary education;adult;30;unmarried;0;1;4;0;19356,994;6,293609432;purchase of a car;income less than 20000
M;retiree;secondary education;adult;46;married;0;1;0;1;24670,03559;7,207462154;housing transactions;income between 20k to 39k
M;employee;secondary education;adult;41;unmarried;0;1;4;0;20629,638;1,875700808;housing transactions;income between 20k to 39k
F;employee;secondary education;older adult;50;unmarried;1;1;4;0;27635,602;0,890810935;purchase of a car;income between 20k to 39k
F;business;secondary education;older adult;52;married;0;1;0;0;39176,354;14,96912787;purchase of a car;income between 20k to 39k
M;employee;secondary education;young adult;27;civil partnership;0;1;1;0;20389,99;0,875450074;wedding ceremony;income between 20k to 39k
M;business;some college;young adult;26;civil partnership;0;2;1;0;41283,107;2,720382617;housing transactions;income between 40k to 79k
F;business;bachelor's degree;young adult;25;unmarried;1;0;4;0;21824,459;1,081042028;getting an education;income between 20k to 39k
M;business;secondary education;young adult;21;married;0;1;0;0;29534,881;1,404528098;purchase of a car;income between 20k to 39k
F;retiree;secondary education;older adult;57;married;0;1;0;0;10969,729;10,60012866;real estate transactions;income less than 20000
M;business;bachelor's degree;young adult;27;married;0;0;0;0;37101,6439;3,115049617;real estate transactions;income between 20k to 39k
F;civil servant;bachelor's degree;adult;37;married;1;0;0;0;22861,6;19,25029911;getting an education;income between 20k to 39k
M;retiree;secondary education;older adult;59;married;0;1;0;0;23465,057;11,52497246;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;45;widow / widower;0;1;2;0;30457,822;8,360409172;real estate transactions;income between 20k to 39k
M;business;bachelor's degree;adult;33;married;1;0;0;0;16089,494;1,454214597;housing transactions;income less than 20000
F;employee;bachelor's degree;young adult;23;civil partnership;0;0;1;0;30129,433;0,613362359;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;62;widow / widower;0;1;2;0;21462,163;8,694860487;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;32;civil partnership;0;1;1;0;14200,924;2,908841419;wedding ceremony;income less than 20000
F;employee;secondary education;adult;48;married;1;1;0;0;18822,228;25,80015028;getting an education;income less than 20000
F;employee;some college;adult;31;civil partnership;0;2;1;1;37396,311;0,308582696;wedding ceremony;income between 20k to 39k
M;employee;secondary education;adult;32;married;1;1;0;0;29243,113;9,500957759;housing transactions;income between 20k to 39k
M;employee;bachelor's degree;young adult;29;unmarried;0;0;4;0;41514,479;3,320272391;purchase of a car;income between 40k to 79k
M;business;secondary education;adult;30;married;0;1;0;0;45228,265;3,817785164;purchase of a car;income between 40k to 79k
M;employee;secondary education;young adult;26;civil partnership;2;1;1;0;30058,904;9,04070947;wedding ceremony;income between 20k to 39k
M;employee;secondary education;adult;32;civil partnership;1;1;1;0;34624,219;10,12815158;wedding ceremony;income between 20k to 39k
F;business;some college;adult;46;married;0;2;0;0;27232,796;10,2110184;real estate transactions;income between 20k to 39k
F;business;secondary education;older adult;54;civil partnership;0;1;1;0;32065,713;17,91057819;wedding ceremony;income between 20k to 39k
F;business;bachelor's degree;adult;44;married;0;0;0;0;27239,771;14,41893089;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;40;married;0;1;0;0;21448,163;6,68781539;housing transactions;income between 20k to 39k
F;employee;bachelor's degree;adult;42;married;1;0;0;0;19542,491;4,862992594;housing transactions;income less than 20000
F;employee;bachelor's degree;adult;45;married;0;0;0;0;27102,034;23,87429231;getting an education;income between 20k to 39k
M;employee;secondary education;adult;34;unmarried;0;1;4;0;29418,097;9,094253367;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;34;civil partnership;1;1;1;0;16710,891;13,12960778;getting an education;income less than 20000
M;employee;secondary education;adult;31;married;1;1;0;1;27716,834;0,832128588;getting an education;income between 20k to 39k
F;business;secondary education;adult;39;civil partnership;0;1;1;0;37392,816;1,738980721;getting an education;income between 20k to 39k
F;business;bachelor's degree;young adult;25;married;1;0;0;0;23402,309;4,281567945;getting an education;income between 20k to 39k
F;employee;secondary education;older adult;52;married;1;1;0;0;25000,723;0,918370474;purchase of a car;income between 20k to 39k
F;employee;secondary education;adult;49;married;0;1;0;0;21101,255;15,74597675;real estate transactions;income between 20k to 39k
F;employee;secondary education;young adult;23;civil partnership;0;1;1;0;14630,826;3,971280938;purchase of a car;income less than 20000
F;retiree;secondary education;elder;65;civil partnership;0;1;1;0;8064,835;3,27945179;purchase of a car;income less than 20000
F;employee;secondary education;adult;43;married;2;1;0;0;27220,459;2,398368012;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;52;married;0;1;0;0;18425,854;8,54123876;real estate transactions;income less than 20000
F;retiree;secondary education;older adult;61;married;1;1;0;0;20194,323;9,650225528;housing transactions;income between 20k to 39k
M;employee;secondary education;young adult;27;married;1;1;0;0;63187,841;2,124608402;real estate transactions;income between 40k to 79k
F;business;secondary education;adult;32;married;2;1;0;0;15575,67;6,832056353;housing transactions;income less than 20000
M;business;bachelor's degree;adult;47;married;0;0;0;0;20006,996;0,563788226;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;60;married;1;1;0;0;7755,578;10,27668033;getting an education;income less than 20000
F;business;secondary education;young adult;25;civil partnership;0;1;1;0;18370,448;0,706391905;real estate transactions;income less than 20000
M;employee;secondary education;adult;38;married;0;1;0;0;35593,795;6,546873274;housing transactions;income between 20k to 39k
F;business;secondary education;adult;37;divorced;1;1;3;0;18519,061;5,441425149;real estate transactions;income less than 20000
F;business;bachelor's degree;older adult;56;unmarried;0;0;4;0;23569,598;0,888946966;getting an education;income between 20k to 39k
M;employee;secondary education;adult;44;married;1;1;0;0;21999,28;2,849834602;getting an education;income between 20k to 39k
F;business;secondary education;young adult;27;married;0;1;0;0;23396,32545;3,229774892;real estate transactions;income between 20k to 39k
F;employee;some college;adult;32;unmarried;0;2;4;0;23347,058;3,764764339;purchase of a car;income between 20k to 39k
F;employee;secondary education;adult;38;married;0;1;0;0;8209,097;7,990984824;getting an education;income less than 20000
F;civil servant;bachelor's degree;young adult;26;married;1;0;0;0;17253,19;3,771305355;purchase of a car;income less than 20000
F;retiree;secondary education;older adult;62;unmarried;0;1;4;0;13904,704;5,474522432;purchase of a car;income less than 20000
F;retiree;secondary education;adult;49;civil partnership;0;1;1;0;31103,655;11,08615971;housing transactions;income between 20k to 39k
M;employee;secondary education;young adult;28;civil partnership;0;1;1;0;25609,72542;3,159699816;wedding ceremony;income between 20k to 39k
F;retiree;secondary education;older adult;58;unmarried;0;1;4;0;71477,173;7,154534419;getting an education;income between 40k to 79k
F;civil servant;bachelor's degree;elder;70;widow / widower;0;0;2;0;57508,032;16,50823704;real estate transactions;income between 40k to 79k
M;employee;secondary education;adult;45;unmarried;0;1;4;1;45760,338;0,476279115;getting an education;income between 40k to 79k
F;retiree;bachelor's degree;elder;66;divorced;0;0;3;0;44890,649;11,35212222;housing transactions;income between 40k to 79k
F;employee;secondary education;older adult;53;widow / widower;1;1;2;0;25548,188;8,869480698;real estate transactions;income between 20k to 39k
F;civil servant;secondary education;older adult;58;married;0;1;0;0;26876,74;6,644447589;housing transactions;income between 20k to 39k
F;retiree;bachelor's degree;older adult;63;married;0;0;0;1;21133,78;14,53935665;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;43;married;0;1;0;0;27859,855;4,746319411;housing transactions;income between 20k to 39k
F;retiree;bachelor's degree;older adult;56;civil partnership;0;0;1;0;12398,574;6,212631725;wedding ceremony;income less than 20000
F;business;some college;adult;39;divorced;0;2;3;0;23687,274;0,831014546;real estate transactions;income between 20k to 39k
M;retiree;bachelor's degree;older adult;63;married;1;0;0;0;39704,618;14,53935665;real estate transactions;income between 20k to 39k
M;business;secondary education;adult;38;married;0;1;0;0;51647,482;8,457755646;real estate transactions;income between 40k to 79k
M;business;secondary education;adult;32;married;2;1;0;1;41333,554;7,678590846;housing transactions;income between 40k to 79k
M;employee;secondary education;adult;42;unmarried;0;1;4;0;28311,78747;5,836026168;real estate transactions;income between 20k to 39k
F;employee;secondary education;adult;39;divorced;1;1;3;0;22503,638;13,32640884;real estate transactions;income between 20k to 39k
F;business;secondary education;adult;37;civil partnership;2;1;1;0;10980,249;1,646185603;purchase of a car;income less than 20000
F;civil servant;bachelor's degree;adult;33;married;1;0;0;0;19985,373;8,465893422;housing transactions;income less than 20000
F;civil servant;bachelor's degree;adult;45;unmarried;0;0;4;0;76921,054;19,40821343;purchase of a car;income between 40k to 79k
F;business;secondary education;adult;49;married;0;1;0;0;13074,913;6,635860369;housing transactions;income less than 20000
M;employee;secondary education;adult;32;married;0;1;0;0;18853,907;4,930212374;purchase of a car;income less than 20000
M;business;bachelor's degree;adult;35;married;1;0;0;0;26402,903;4,348957884;housing transactions;income between 20k to 39k
F;retiree;secondary education;older adult;51;civil partnership;0;1;1;0;62503,424;9,535549895;wedding ceremony;income between 40k to 79k
F;employee;secondary education;adult;41;unmarried;1;1;4;0;44523,936;0,370620165;purchase of a car;income between 40k to 79k
F;retiree;secondary education;older adult;55;married;0;1;0;0;22840,36;10,07330483;purchase of a car;income between 20k to 39k
F;retiree;secondary education;older adult;56;married;1;1;0;0;18002,303;9,698242419;housing transactions;income less than 20000
F;employee;bachelor's degree;older adult;55;divorced;0;0;3;0;33799,689;8,754148691;purchase of a car;income between 20k to 39k
F;employee;secondary education;young adult;26;married;1;1;0;0;10896,436;2,939653607;real estate transactions;income less than 20000
F;business;secondary education;adult;33;married;0;1;0;0;39502,985;0,768475168;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;41;married;0;1;0;0;15637,82;4,266014861;real estate transactions;income less than 20000
F;retiree;secondary education;older adult;62;civil partnership;0;1;1;0;32208,125;8,053438883;wedding ceremony;income between 20k to 39k
F;employee;secondary education;adult;45;married;0;1;0;0;21131,89;12,57698946;purchase of a car;income between 20k to 39k
F;employee;bachelor's degree;older adult;50;married;0;0;0;0;11225,12;4,9555541;purchase of a car;income less than 20000
M;employee;secondary education;older adult;50;married;1;1;0;1;16910,851;1,134755821;purchase of a car;income less than 20000
M;employee;secondary education;adult;43;married;0;1;0;0;13914,58;1,812056757;real estate transactions;income less than 20000
F;business;secondary education;adult;39;married;2;1;0;0;15553,408;5,602832482;getting an education;income less than 20000
F;business;secondary education;adult;40;divorced;1;1;3;0;30921,501;8,401586779;housing transactions;income between 20k to 39k
F;retiree;secondary education;older adult;60;unmarried;0;1;4;0;10132,951;8,848356224;purchase of a car;income less than 20000
F;employee;secondary education;older adult;60;married;0;1;0;0;23059,392;9,206462513;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;61;married;0;1;0;0;17321,756;9,650225528;housing transactions;income less than 20000
F;business;bachelor's degree;adult;30;married;0;0;0;0;46269,082;7,156922231;real estate transactions;income between 40k to 79k
M;civil servant;bachelor's degree;adult;34;married;2;0;0;0;28225,736;8,516772488;purchase of a car;income between 20k to 39k
F;business;bachelor's degree;adult;35;married;1;0;0;0;23084,157;1,906684889;real estate transactions;income between 20k to 39k
F;employee;bachelor's degree;older adult;54;married;0;0;0;0;21839,028;5,378596078;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;56;married;0;1;0;0;15898,355;9,698242419;real estate transactions;income less than 20000
F;business;bachelor's degree;adult;41;married;1;0;0;0;17853,175;6,752486798;housing transactions;income less than 20000
M;business;secondary education;adult;37;married;1;1;0;0;11123,45;9,315696951;purchase of a car;income less than 20000
M;employee;secondary education;young adult;23;married;2;1;0;0;35806,02;0,803099929;purchase of a car;income between 20k to 39k
F;employee;secondary education;adult;45;civil partnership;1;1;1;0;17847,603;1,8383255;wedding ceremony;income less than 20000
M;employee;secondary education;young adult;28;married;0;1;0;1;25609,72542;3,159699816;housing transactions;income between 20k to 39k
F;business;secondary education;older adult;64;married;0;1;0;0;47444,057;42,78921585;getting an education;income between 40k to 79k
F;employee;secondary education;adult;47;married;0;1;0;0;52445,27;6,667784476;housing transactions;income between 40k to 79k
F;business;secondary education;young adult;24;married;1;1;0;0;71576,091;3,804537984;purchase of a car;income between 40k to 79k
F;retiree;secondary education;elder;65;married;0;1;0;0;30488,515;13,87926719;housing transactions;income between 20k to 39k
F;employee;secondary education;older adult;52;civil partnership;0;1;1;0;42353,242;0,463916789;wedding ceremony;income between 40k to 79k
F;employee;secondary education;young adult;29;married;1;1;0;0;15329,334;11,799324;real estate transactions;income less than 20000
F;employee;secondary education;adult;45;civil partnership;0;1;1;0;32103,597;15,08541256;wedding ceremony;income between 20k to 39k
F;employee;secondary education;older adult;59;married;0;1;0;0;35571,324;28,2066382;housing transactions;income between 20k to 39k
F;business;secondary education;adult;47;married;0;1;0;0;25598,899;5,485717246;real estate transactions;income between 20k to 39k
F;employee;bachelor's degree;adult;34;married;1;0;0;0;33532,383;0,297843942;real estate transactions;income between 20k to 39k
M;employee;bachelor's degree;adult;41;married;2;0;0;0;16975,226;2,484112562;getting an education;income less than 20000
F;employee;secondary education;older adult;55;married;0;1;0;0;17956,556;10,70729016;getting an education;income less than 20000
M;employee;secondary education;adult;35;civil partnership;0;1;1;0;18965,83;2,585000998;wedding ceremony;income less than 20000
F;business;secondary education;older adult;50;married;0;1;0;0;48768,814;15,74013387;purchase of a car;income between 40k to 79k
F;employee;secondary education;young adult;24;married;1;1;0;0;29268,348;2,830613811;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;49;married;0;1;0;0;15150,32;30,9965392;real estate transactions;income less than 20000
F;civil servant;secondary education;adult;33;civil partnership;1;1;1;0;25169,68;4,346329533;getting an education;income between 20k to 39k
F;business;secondary education;young adult;21;civil partnership;0;1;1;0;39003,701;1,192630212;getting an education;income between 20k to 39k
F;employee;secondary education;older adult;51;married;0;1;0;0;23801,9593;9,798180175;real estate transactions;income between 20k to 39k
M;business;secondary education;adult;38;married;0;1;0;0;24667,528;8,503704293;purchase of a car;income between 20k to 39k
M;business;secondary education;adult;41;married;0;1;0;0;14971,83;1,835926828;real estate transactions;income less than 20000
F;business;bachelor's degree;older adult;55;civil partnership;0;0;1;0;40795,174;3,229644841;wedding ceremony;income between 40k to 79k
F;business;secondary education;adult;31;married;1;1;0;1;19898,851;6,403661874;purchase of a car;income less than 20000
F;civil servant;secondary education;adult;41;married;1;1;0;0;31822,009;16,43758762;housing transactions;income between 20k to 39k
M;retiree;secondary education;older adult;62;married;0;1;0;0;15170,276;7,717587349;real estate transactions;income less than 20000
M;employee;bachelor's degree;adult;31;unmarried;0;0;4;0;31568,228;12,02195729;purchase of a car;income between 20k to 39k
F;retiree;secondary education;older adult;61;civil partnership;0;1;1;0;18232,977;13,93927676;wedding ceremony;income less than 20000
F;business;secondary education;adult;47;married;0;1;0;0;27775,561;1,261409415;real estate transactions;income between 20k to 39k
F;business;bachelor's degree;adult;36;married;0;0;0;0;50355,811;2,947168182;purchase of a car;income between 40k to 79k
F;retiree;bachelor's degree;elder;65;widow / widower;0;0;2;0;11080,043;11,35212222;housing transactions;income less than 20000
F;employee;secondary education;older adult;51;civil partnership;1;1;1;0;44413,162;8,658510928;wedding ceremony;income between 40k to 79k
F;employee;secondary education;adult;36;civil partnership;0;1;1;0;30341,937;11,12501751;real estate transactions;income between 20k to 39k
F;employee;bachelor's degree;adult;32;married;0;0;0;0;27151,705;4,027217181;real estate transactions;income between 20k to 39k
M;retiree;secondary education;older adult;61;married;0;1;0;0;23123,942;9,650225528;purchase of a car;income between 20k to 39k
F;business;bachelor's degree;adult;35;married;1;0;0;0;35528,67;0,666497587;housing transactions;income between 20k to 39k
M;employee;secondary education;elder;66;married;0;1;0;0;33058,745;7,31253141;real estate transactions;income between 20k to 39k
F;retiree;secondary education;older adult;51;married;0;1;0;0;20408,982;8,489126097;purchase of a car;income between 20k to 39k
F;employee;secondary education;adult;39;unmarried;1;1;4;0;23594,574;7,135537777;real estate transactions;income between 20k to 39k
F;civil servant;secondary education;adult;38;married;1;1;0;0;12079,035;20,3915908;housing transactions;income less than 20000
F;retiree;primary education;older adult;57;civil partnership;0;3;1;0;7745,574;7,820843011;purchase of a car;income less than 20000
F;civil servant;bachelor's degree;older adult;54;widow / widower;0;0;2;0;22570,871;1,000840027;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;44;married;2;1;0;0;15807,817;18,49239092;housing transactions;income less than 20000
M;business;secondary education;adult;38;married;1;1;0;0;44841,023;14,46795188;real estate transactions;income between 40k to 79k
M;business;secondary education;adult;41;married;2;1;0;0;32234,711;10,06783717;purchase of a car;income between 20k to 39k
F;employee;secondary education;adult;47;civil partnership;0;1;1;0;20346,012;20,00019368;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;36;civil partnership;0;1;1;0;9700,675;11,77568725;wedding ceremony;income less than 20000
M;business;bachelor's degree;adult;32;married;0;0;0;0;42370,708;0,547587665;housing transactions;income between 40k to 79k
M;business;secondary education;adult;30;married;1;1;0;1;9863,48;5,711218912;purchase of a car;income less than 20000
M;employee;secondary education;older adult;56;unmarried;0;1;4;0;32163,059;6,061538072;real estate transactions;income between 20k to 39k
F;business;secondary education;adult;38;widow / widower;0;1;2;0;23375,842;7,233972108;getting an education;income between 20k to 39k
F;business;bachelor's degree;older adult;59;civil partnership;0;0;1;0;59612,829;6,588070436;wedding ceremony;income between 40k to 79k
F;civil servant;secondary education;adult;39;married;1;1;0;0;83412,012;9,679257883;real estate transactions;income between 80k to 120k
F;employee;secondary education;adult;41;married;2;1;0;0;12869,693;1,33759965;real estate transactions;income less than 20000
F;employee;secondary education;adult;37;married;0;1;0;0;12328,205;5,0622785;housing transactions;income less than 20000
M;employee;secondary education;adult;31;married;1;1;0;0;37208,741;4,225872584;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;45;married;0;1;0;0;20446,429;0,738862658;getting an education;income between 20k to 39k
M;employee;secondary education;adult;38;married;0;1;0;0;15827,125;7,268559688;real estate transactions;income less than 20000
F;retiree;secondary education;older adult;55;married;2;1;0;0;22180,281;10,07330483;housing transactions;income between 20k to 39k
F;employee;secondary education;young adult;29;married;2;1;0;0;12980,982;5,016015229;real estate transactions;income less than 20000
F;business;secondary education;older adult;50;married;0;1;0;1;45879,406;10,95134245;real estate transactions;income between 40k to 79k
M;retiree;bachelor's degree;older adult;63;married;0;0;0;0;10725,479;14,53935665;purchase of a car;income less than 20000
F;employee;secondary education;adult;44;unmarried;1;1;4;0;38110,015;6,927707963;housing transactions;income between 20k to 39k
F;retiree;secondary education;older adult;61;civil partnership;0;1;1;0;7725,831;13,93927676;wedding ceremony;income less than 20000
M;employee;secondary education;older adult;57;civil partnership;2;1;1;0;43184,537;0,996271786;housing transactions;income between 40k to 79k
F;employee;secondary education;adult;37;married;1;1;0;0;16371,151;1,459384636;housing transactions;income less than 20000
F;employee;secondary education;older adult;57;married;0;1;0;0;11903,497;28,47649991;getting an education;income less than 20000
M;business;secondary education;adult;38;divorced;0;1;3;0;29074,865;8,893353134;housing transactions;income between 20k to 39k
M;employee;secondary education;older adult;55;married;0;1;0;0;20321,043;9,386324798;real estate transactions;income between 20k to 39k
M;employee;bachelor's degree;adult;32;married;0;0;0;0;41277,174;4,100264869;housing transactions;income between 40k to 79k
M;employee;primary education;adult;39;married;1;3;0;0;31973,294;15,6101112;getting an education;income between 20k to 39k
M;employee;secondary education;older adult;50;divorced;0;1;3;0;8678,712;12,17187503;purchase of a car;income less than 20000
M;employee;some college;young adult;21;civil partnership;0;2;1;0;41305,985;1,234960118;wedding ceremony;income between 40k to 79k
M;employee;bachelor's degree;older adult;50;married;0;0;0;0;42343,044;4,315992117;housing transactions;income between 40k to 79k
M;business;bachelor's degree;adult;32;civil partnership;0;0;1;0;57858,046;6,529445824;housing transactions;income between 40k to 79k
F;retiree;secondary education;older adult;54;married;0;1;0;0;30171,36;9,083908849;real estate transactions;income between 20k to 39k
F;retiree;secondary education;older adult;60;widow / widower;0;1;2;0;20657,028;11,37189195;housing transactions;income between 20k to 39k
F;employee;secondary education;older adult;55;divorced;0;1;3;0;13400,014;1,838820824;purchase of a car;income less than 20000
F;business;some college;adult;32;unmarried;0;2;4;0;33084,927;1,602338935;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;30;married;2;1;0;0;25144,18;2,125188686;real estate transactions;income between 20k to 39k
M;employee;bachelor's degree;young adult;28;married;0;0;0;0;21246,453;7,673284303;getting an education;income between 20k to 39k
M;employee;secondary education;adult;49;married;0;1;0;0;36698,671;1,832003597;real estate transactions;income between 20k to 39k
M;employee;secondary education;adult;38;married;1;1;0;0;44213,972;1,181133592;getting an education;income between 40k to 79k
F;employee;secondary education;adult;31;married;0;1;0;0;22483,81513;6,944397103;getting an education;income between 20k to 39k
F;employee;secondary education;older adult;53;married;0;1;0;0;10702,587;3,121725941;housing transactions;income less than 20000
F;employee;secondary education;adult;47;widow / widower;0;1;2;0;23395,493;14,81629974;getting an education;income between 20k to 39k
F;employee;secondary education;young adult;25;civil partnership;1;1;1;1;15599,394;3,507190793;getting an education;income less than 20000
M;business;secondary education;older adult;56;married;0;1;0;0;20457,553;2,494311245;real estate transactions;income between 20k to 39k
M;employee;secondary education;adult;33;married;1;1;0;0;18165,674;4,465865479;purchase of a car;income less than 20000
F;employee;bachelor's degree;adult;46;unmarried;3;0;4;0;21426,187;2,319683772;getting an education;income between 20k to 39k
M;employee;some college;adult;30;unmarried;0;2;4;0;24563,694;3,261969393;purchase of a car;income between 20k to 39k
F;retiree;secondary education;older adult;60;divorced;0;1;3;0;27422,409;7,584305115;purchase of a car;income between 20k to 39k
F;retiree;bachelor's degree;adult;49;married;0;0;0;0;37268,113;7,586353267;real estate transactions;income between 20k to 39k
F;business;secondary education;adult;49;married;1;1;0;0;29992,782;25,4270808;housing transactions;income between 20k to 39k
M;employee;secondary education;adult;46;unmarried;0;1;4;0;23149,028;4,602057485;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;37;civil partnership;2;1;1;0;34883,109;8,085613976;wedding ceremony;income between 20k to 39k
M;employee;secondary education;older adult;59;married;0;1;0;0;17395,975;0,648991692;housing transactions;income less than 20000
F;retiree;secondary education;older adult;60;widow / widower;0;1;2;0;13345,156;11,37189195;housing transactions;income less than 20000
M;employee;secondary education;young adult;22;civil partnership;1;1;1;1;19885,778;1,683351984;real estate transactions;income less than 20000
M;employee;secondary education;adult;38;married;0;1;0;0;32752,899;3,949441958;housing transactions;income between 20k to 39k
M;employee;secondary education;adult;45;married;0;1;0;0;12857,814;2,261953637;purchase of a car;income less than 20000
F;retiree;secondary education;elder;70;widow / widower;0;1;2;0;9502,306;11,64239992;real estate transactions;income less than 20000
M;business;secondary education;young adult;28;married;0;1;0;0;22246,105;0,379978191;housing transactions;income between 20k to 39k
F;business;bachelor's degree;young adult;22;married;1;0;0;0;29474,18955;3,113412086;purchase of a car;income between 20k to 39k
F;retiree;secondary education;older adult;60;divorced;0;1;3;0;21037,5562;9,413129869;purchase of a car;income between 20k to 39k
F;employee;bachelor's degree;older adult;50;civil partnership;0;0;1;0;30809,718;3,548675435;housing transactions;income between 20k to 39k
F;employee;secondary education;older adult;52;married;0;1;0;0;28084,338;29,39058275;purchase of a car;income between 20k to 39k
F;business;secondary education;older adult;50;married;0;1;0;0;10897,941;7,825584328;purchase of a car;income less than 20000
F;business;bachelor's degree;adult;45;married;1;0;0;0;27647,046;9,527816602;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;41;married;1;1;0;0;19836,143;1,915181851;housing transactions;income less than 20000
F;retiree;secondary education;older adult;58;married;0;1;0;0;28032,237;9,17115021;housing transactions;income between 20k to 39k
F;civil servant;some college;young adult;23;civil partnership;0;2;1;0;13016,201;3,164075302;housing transactions;income less than 20000
F;business;bachelor's degree;older adult;53;married;0;0;0;0;34987,972;33,31542707;getting an education;income between 20k to 39k
M;business;secondary education;older adult;57;married;1;1;0;0;45311,629;0,54758696;real estate transactions;income between 40k to 79k
F;civil servant;some college;adult;40;married;2;2;0;0;26417,067;3,170982118;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;44;married;0;1;0;0;23156,578;17,77725529;real estate transactions;income between 20k to 39k
F;employee;secondary education;adult;47;married;0;1;0;0;15393,272;3,589971993;real estate transactions;income less than 20000
F;employee;secondary education;older adult;54;civil partnership;0;1;1;0;25187,046;15,4061244;wedding ceremony;income between 20k to 39k
M;employee;secondary education;adult;39;married;0;1;0;0;32779,666;7,363817321;purchase of a car;income between 20k to 39k
F;civil servant;secondary education;adult;36;married;1;1;0;0;16243,642;7,424455652;getting an education;income less than 20000
F;employee;bachelor's degree;adult;49;civil partnership;0;0;1;0;48675,345;2,422384029;housing transactions;income between 40k to 79k
M;business;some college;young adult;23;married;2;2;0;0;14484,264;0,507244089;housing transactions;income less than 20000
M;employee;secondary education;young adult;29;unmarried;0;1;4;0;16851,115;2,703910455;housing transactions;income less than 20000
F;retiree;secondary education;older adult;58;widow / widower;0;1;2;0;13399,992;10,2470228;purchase of a car;income less than 20000
F;business;secondary education;young adult;23;unmarried;0;1;4;0;22809,714;0,539244469;purchase of a car;income between 20k to 39k
M;business;secondary education;adult;35;married;2;1;0;0;23012,518;2,764866739;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;32;married;1;1;0;0;15315,024;6,708891395;housing transactions;income less than 20000
M;employee;primary education;adult;43;married;1;3;0;0;13054,225;1,179940415;real estate transactions;income less than 20000
F;retiree;secondary education;older adult;61;civil partnership;0;1;1;0;11915,633;13,93927676;wedding ceremony;income less than 20000
F;employee;secondary education;adult;36;civil partnership;2;1;1;1;24963,268;6,661181798;getting an education;income between 20k to 39k
M;employee;bachelor's degree;adult;43;married;2;0;0;0;36534,994;14,52512396;housing transactions;income between 20k to 39k
F;civil servant;bachelor's degree;adult;43;married;0;0;0;0;29225,756;22,82354856;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;55;divorced;0;1;3;0;34049,72;14,31089095;getting an education;income between 20k to 39k
F;employee;secondary education;adult;36;married;5;1;0;0;7803,663;2,11815029;housing transactions;income less than 20000
F;employee;secondary education;adult;43;married;0;1;0;0;10061,48;13,97577427;getting an education;income less than 20000
M;retiree;secondary education;elder;70;unmarried;0;1;4;0;41119,027;8,500306621;housing transactions;income between 40k to 79k
M;employee;secondary education;older adult;57;married;0;1;0;0;20772,619;5,094556929;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;33;unmarried;0;1;4;0;14225,965;7,748431943;getting an education;income less than 20000
F;business;bachelor's degree;adult;48;married;0;0;0;0;42015,008;30,92600393;purchase of a car;income between 40k to 79k
F;employee;secondary education;young adult;28;unmarried;1;1;4;0;14917,894;1,533104971;getting an education;income less than 20000
M;employee;secondary education;adult;41;unmarried;0;1;4;0;29815,861;10,04801235;housing transactions;income between 20k to 39k
M;retiree;secondary education;older adult;58;married;0;1;0;0;43271,861;9,17115021;getting an education;income between 40k to 79k
F;employee;secondary education;older adult;57;married;0;1;0;0;41399,963;4,614825479;getting an education;income between 40k to 79k
M;employee;secondary education;adult;47;married;0;1;0;0;21764,85;9,562375978;housing transactions;income between 20k to 39k
M;employee;secondary education;adult;42;divorced;1;1;3;0;60327,208;5,216933216;housing transactions;income between 40k to 79k
M;business;secondary education;adult;38;married;1;1;0;0;29713,868;6,04173209;real estate transactions;income between 20k to 39k
